,Image_name,Caption
122,im5_122.jpg,رسم تخيلي من سنة 1820، للنبي إسماعيل وامه هاجر بعد أن خرجا إلى الصحراء. يعتبر العرب والمؤرخون القدماء أن إسماعيل هو أوّل من تكلّم بالعربية الخالصة، عندما بلغ أشدّه.
123,im5_123.svg,مخطط يوضح  حلقة المعلومات
124,im5_124.jpg,زهرة التيوليب بهولندا
125,im5_125.jpg,هنري الثامن بريشة هانس هولباين الصغير
126,im5_126.JPG,مدخل المتحف
127,im5_127.jpg,معبد ناجدا
128,im5_128.JPG,أعضاء عيادة فيينا عام 1922. يجلس إدوارد هيتشمان في الكرسي الرابع من اليسار، ورايش الخامس، وآني رايش الأولى من اليمن
129,im5_129.gif,2004 FH هي النقطة المركزية التي تتبعها التسلسل؛ الكائن الذي يومض خلال المقطع هو قمر صناعي.
130,im5_130.jpg,بوزنان
131,im5_131.jpg,شاطئ ريميني
132,im5_132.jpg,الدكتور عبد الرزاق الشققي في مشفاه الخاص بحماة
133,im5_133.png,الإمبراطورية البريطانية عام 1921م. حيث كانت أستراليا، وكندا، ونيوزلندا، وجنوب أفريقيا مستوطنات مستقلة.
134,im5_134.jpg,الشتاء في مدينةالقورية
135,im5_135.JPG,ملعب Sajik للبيسبول في بوسان
136,im5_136.png,موه الكلى بسبب حصوة عند التقاء الحالب بالمثانة بالأشعة المقطعية
137,im5_137.svg,شعار شركة الهند الشرقية المتحدة:Vereenigde Oost-Indische Compagnie
138,im5_138.jpg,الأرمالكوليت.
139,im5_139.jpg,"أون سان سو تشى الزعيم البورمي المؤيد للديمقراطية تحية مؤيدين من ولاية باغو بورما 14 أغسطس 2011. وقالت إنها جذبت إلى المقاومة المدنية غير العنيفة وليس على أسس أخلاقية ولكن ""لأسباب سياسية عملية""."
140,im5_140.JPG,باب السلسلة
141,im5_141.jpg,نسيج من خيوط الكربون يستعمل لاحقاً في صناعة المواد المؤلفة.
142,im5_142.png,الشريان السباتي وهو باللون الأحمر ويتوضح الصورة كيف يتم تتدفق الدم عن طريق الشريان إلى الرأس والدماغ
143,im5_143.JPG,المتحف الوطني الكتالوني للفن
144,im5_144.jpg,سلاح الفرسان والقلعة التابعة لسلطنة هوبيو
145,im5_145.jpg,لوحة جدارية جصية (فربسكو) تعود للقرن الرابع قبل الميلاد تُظهر هاديس وبيرسيفون يستقلان عجلة حربية، من مقبرة يويديس الأولى ملكة مقدونيا، فيرغينا، اليونان.
146,im5_146.jpg,طباعة حجرية لكتاب بات كريك، يعتقد سايروس جوردون أنها باليو العبرية
147,im5_147.jpg,حصنُ مدينة كيلوا، ظلَّ صامداً مُنْذ أن بناهُ البرتغاليُّون.
148,im5_148.png,العلاقات الخارجية للجبل الأسود   اعتراف وعلاقات دبلوماسية
149,im5_149.jpg,المحاذاة في المرحلة الخيطية.
150,im5_150.jpg,German Panzer I Ausf. A on ضفة نهر Brda أثناء غزو بولندا.
151,im5_151.jpg,فريدرش فيلهلم الثالث
152,im5_152.jpg,الحبشة (إثيوبيا)، التي هاجر إليها بعض الصحابة قبل الهجرة إلى المدينة المنورة
153,im5_153.jpg,معركة جوية
154,im5_154.jpg,قلعة الزبارة التي بنيت في حوالي عام 1938.
155,im5_155.png,العالم المسيحي (باللون الأحمر).
156,im5_156.jpg,مقر الشركة الأوروبي الرئيس في ألمانيا
157,im5_157.jpg,وجه من مصحف المدينة وفي بدايته آية البِّر، الصفحة رقم 27.
158,im5_158.JPG,برج مياه في تيكساركانا، تكساس
159,im5_159.png,الكثافة السكانية بالباراغواي في الكم المربع
160,im5_160.jpg,دبابة شيرمان إم-51
161,im5_161.jpg,تمثال خوسيه خوسيه في مكسيكو سيتي
162,im5_162.jpg,توماس هوبز
163,im5_163.jpg,السلطان مراد الرابع
164,im5_164.png,صورة الأمير اليا شافشافادزه لـ الكسندر روينيشفيلي (ملونة رقميا)
165,im5_165.jpg,(1/6)
166,im5_166.jpg,ماري تشرش تيريل
167,im5_167.jpg,جى تى
168,im5_168.JPG,"قاعة هرتزستين للفيزيا, في منتصف المربع الأكاديمي"
169,im5_169.jpg,وصول كريستوفر كولومبوس إلى جزيرة هيسبانيولا.
170,im5_170.jpg,سمير ديلو مع رئيس حركة النهضة في الحملة الإنتخابية 2011.
171,im5_171.jpg,فابيا WRC في رالي فنلندا في عام 2004.
172,im5_172.jpg,مدينة قسنطينة
173,im5_173.JPG,ShKH Ondava: 152mm Self-propelled cannon howitzer
174,im5_174.jpg,قاعة الكاردينال في حرم داونرز جروف.
175,im5_175.jpg,نويرت رفقة مايك بومبيو خلال اجتماعٍ مع عضو مجلس الدولة الصيني وانغ يي في بكين بدولة الصين يوم 14 يونيو/حزيران 2018
176,im5_176.jpg,نقطة إلتقاء الثلاث دول
177,im5_177.JPG,فريديريش فليك أثناء محاكمات نورنبيرغ.
178,im5_178.jpg,أحد عجائب الدنيا السبع الجديدة،الكولوسيوم في روما
179,im5_179.JPG,بيع السلاحف البرية في سوق الجمعة في القاهرة
180,im5_180.svg,الطوران السلبي والموجب من التذبذب القطبي الشمالي
181,im5_181.jpg,بيري ريس في كتابه كتاب-I البحرية لإعداد موقع جيد في جميع أنحاء الخريطة آيوالق وميتيليني.
182,im5_182.jpg,"ديناصور ""تاربوصور"""
183,im5_183.png,صورة للشمس بالأشعة السينية تم التقاطها في 13 أغسطس 2009.
185,im5_185.jpg,لا غرانغ
186,im5_186.jpg,شاطئ مُشمس في غريماوث في نيوزلندا.
187,im5_187.jpg,المكتب التمثيلي لحكومة تايبيه في لندن، المملكة المتحدة.
188,im5_188.jpg,امرأة مسلمة من البوسنة عام 2014
189,im5_189.png,مرقد سلمان الفارسي
190,im5_190.png,نظم الكتابة الجورجية الثلاثة: أسومتافرولي، نوسخوري، وماخيدولي.
191,im5_191.jpg,قنبلة دخانية عسكرية
192,im5_192.jpg,نهر اللوكوس جنوب القصر الكبير
193,im5_193.svg,القطاع الدائري باللون الأخضر
194,im5_194.JPG,بي جي إم 338
195,im5_195.jpg,صورة مُلتقطة من إيوان قاعة الصلاة الرئيسية والذي به المحراب (والقِبلة في ظهر المصوِّر)، ويظهر في الصورة باب الجامع والردهة في الوسط (الصالة الوُسطى)، والإيوانان عن يمين وشِمال الردهة.
196,im5_196.jpg,مرسيدس بنز سبرينتر
197,im5_197.jpg,العقيد عزيز ملياني، كبار الشخصيات في النظام، مع شارة رتبته في حفل اقيم في المقبرة الوطنية ستراسبورغ في 1 نوفمبر 2013.
198,im5_198.jpg,محرك تشغيل في العشرينات من القرن الماضي
199,im5_199.jpg,رئيس مجلس النواب الثامن عشر الحالي : عاطف الطراونة
200,im5_200.jpg,نصفي كرة أوتو فون غيريكه المستعملتين في التجربة، محفوظتان في متحف ميونيخ بألمانيا
201,im5_201.jpg,سامبيه (التحية الكمبودية)
202,im5_202.jpg,عملية إصلاح نزير دبابة بانثر
203,im5_203.jpg,رسم جون لينيل هذه الصورة للأميرة صوفيا عام 1821
204,im5_204.jpg,حرق الأعلام الأمريكية والإسرائيلية في مظاهرات في قطاع غزة
205,im5_205.jpg,جامعة أوبسالا (تأسست 1477)
206,im5_206.jpg,شارع المعرض وهو شارع رئيسي في المنطقة الوسطى
207,im5_207.jpg,كارلو أنشيلوتي صاحب أطول فترة تدريب متواصلة (8 سنوات و 199 يوما).
208,im5_208.JPG,صورة مجهرية لغدة فون-إبنر في الإنسان.
209,im5_209.jpg,جانب من حديقة قصر قرطبة مقر أمراء بني أمية في الأندلس، حتى أن نقل الخليفة عبد الرحمن الناصر مقر الحكم إلى مدينة الزهراء.
210,im5_210.jpg,اشجار رمان يافعة
211,im5_211.jpg,أيقونة العذراء والطفل يسوع في مدينة بيرات تعود لعام 1500.
212,im5_212.jpg,أكاديمية ساندهرست العسكرية
213,im5_213.jpg,Corridor of Block 11
214,im5_214.jpg,انطلاق فوياجر 1 على متن صاروخ تيتان 3 إي-سنتاور، في 5 سبتمبر 1977.
215,im5_215.jpg,بردية لندن الطبية
216,im5_216.jpg,كابوكيشو ليلاً
217,im5_217.JPG,مسرح أرجنتينا من الخارج.
218,im5_218.jpg,بيزانيلو
219,im5_219.jpg,شطيرة تشوربيان
220,im5_220.jpg,نزل محمد علي باشا الحجاز وقاد قواته سنة 1813م.
221,im5_221.jpg,ملعقة صينية
222,im5_222.JPG,امرأة أوزبكستانيّة معَ طفلها
223,im5_223.JPG,15 أبريل - قاذفة القنابل إف-111 آردفارك من النوع الذي استخدمته الولايات المتحدة في قصف ليبيا
224,im5_224.jpg,العجوز بروسبيرو والحورية اريال وابنته ميراندا نائمة، لوحة لويليام هاميلتون
225,im5_225.jpg,مدينة القدس في 1487 لكونارد غرونبيرغ
226,im5_226.JPG,قبة مسجد الفاتح
227,im5_227.jpg,شريا غوشال تحطم الرقم القياسي بفوزها بعدد أكبر من جوائز هذه الفئة.
228,im5_228.JPG,نسخة لجاكمول واحد من المنحوتات التي وُجدت في تيوتيهواكان.
229,im5_229.png,خريطة إريتريا
230,im5_230.jpg,المحطة الفضائية الدولية وخلاياها الشمسية مشاهدة عن قرب من مهمة STS-130.
231,im5_231.jpg,أبو سعن الكبير في منطقة رطبة
232,im5_232.jpg,زهرة العصفر
233,im5_233.png,بعض حروف من تيفيناغ
234,im5_234.jpg,تيكتاليك
235,im5_235.jpg,"اعلان توظيف يعود إلى العام 1917 لامرأة تقول ""ليتني كنت رجلاً لألتحق بالبحرية"""
236,im5_236.jpg,قواعد الكتابة بالنستعليق
238,im5_238.jpg,كارل فيليب إيمانويل باخ
239,im5_239.svg,National flag of Ivory Coast
240,im5_240.jpg,ثنائي منقار الدجاجة .
241,im5_241.jpg,جياني ريفيرا حاملا بطولة دوري الأبطال الثانية قي 1968.
242,im5_242.jpg,وليام هوجرث، بولس عند فيلكس، 1752. تجلس دروسيلا على يمين فيلكس.
243,im5_243.jpeg,سوبوليف
244,im5_244.jpg,نادي السد، أكثر فريق حصل على البطولة في تاريخها
245,im5_245.jpg,الشاحنة G1 التي تعدّ أول إنتاج لتويوتا ومنها تم اقتباس عدة طرازات مثل KB، KC وKCY.
246,im5_246.jpg,Test flight of EC155 B1 of الخطوط الجوية كينغ فيشر in India
247,im5_247.jpg,"صورة لجدار الوجوه في بوما بونكو والذي يحتوي على أوجه لبشر من جميع الأعراق والثقافات ""كالوجه العربي ذو العمامة""."
248,im5_248.JPG,هذا الهاربسكورد من صنع صانعين معروفين: أسسه في الأصل أندرياس روكرز في أنتورب (1646)، لاحقا أعاد تشكيله وتوسيعه باسكال تاسكين في باريس (1780).
249,im5_249.svg,مقرون البوتين-2  cis
250,im5_250.png,استغلال الحرارة الأرضية لإنتاج الكهرباء.
251,im5_251.jpg,يعيش حوالي ثلاثة أرباع من الأستراليين في المدن الحضرية والمدن الساحلية. والشاطئ جزء لا يتجزأ من الهوية الأسترالية[151]
252,im5_252.svg,علم قوة الدفاع الذاتي البرية اليابانية.
253,im5_253.jpg,نبات القبار L.
254,im5_254.JPG,الإكوادوري نستمتع، والمصنوعة من الجمبري، والليمون، والبصل، وبعض الأعشاب. وتستخدم صلصة الطماطم والبرتقال في بعض الأماكن ولكن لا تشكل جزءا من الوصفة الأساسية
255,im5_255.jpg,مدينة يوكا السينمائية في صحراء تابيرناس
256,im5_256.jpeg,"مبنى يحمل علامة ""AMOR PATRIAE SUPREMA LEX"" في الأكاديمية البحرية البولندية في غدينيا"
257,im5_257.png,مناطق تواجد النفط الصخري في المغرب.
258,im5_258.jpg,برج مراقبة في منقطة غونسو في الصين، لمراقبة القوافل التجارية التي تعبر طريق الحرير وحمايتها. وهو واقع في الجزء الصيني من الطريق.
259,im5_259.jpg,أستريد أس في ستافرنفستيفالن في عام 2016
260,im5_260.PNG,موقع أورلاندو في فلوريدا
261,im5_261.jpg,فلاديمير بوتين رئيس روسيا الاتحادية وألكسندر لوكاشينكو رئيس روسيا البيضاء مرتديان زي هوكي الجليد
262,im5_262.jpg,Add caption here
263,im5_263.jpg,جورج الحادي عشر هو آخر ملك كاثوليكي لشرق جورجيا
264,im5_264.jpg,مزولة جامع الناصر
265,im5_265.jpg,Phasianus colchicus
266,im5_266.jpg,"يوروفايتر تايفون, أول مقاتلة تفوق جوي لأوروبا الغربية"
267,im5_267.jpg,مركبة الإصلاح المدرعة كونكور
268,im5_268.jpg,رسم تقديري لطراد من فئة أميرال هيبر
269,im5_269.jpg,باب الحد ليلا
270,im5_270.jpg,مخطوطة فارسية للرزمنامة
271,im5_271.PNG,شاكيرا
272,im5_272.png,رسم لنسر صلاح الدين الأصلي الموجود على قلعته بالقاهرة.
273,im5_273.jpg,مطار تشودري تشاران سينغ
274,im5_274.jpg,ريكيشي في أقصى اليسار في عرض الراو عام 2012
275,im5_275.jpg,داخل المسجد
276,im5_276.jpg,المدرسة الفرنسية في القدس.
277,im5_277.jpg,A VertuoLine machine and capsules
278,im5_278.JPG,خنزير برّي ناضج.
279,im5_279.jpg,بي 510 جيسكون
280,im5_280.jpg,رامبرانت، العروس اليهودية، 1665–1669
281,im5_281.jpg,صورة لحريق عام 1988 تبدوا فيها النيران تقترب من مجمع أولد فايثفول التجاري
282,im5_282.jpg,متسوق متأمل أثناء تفشي فيروس كورونا في المملكة المتحدة
283,im5_283.jpg,صمام عدم الرجوع.
284,im5_284.jpg,مقاتل من الفيلق عائدا من مهمة حراسة في العراق
285,im5_285.JPG,قانصة دجاجة
286,im5_286.jpg,شُرِعَ ببناء الجامع الأزهر سنة 359 هـ، بعد نحو سنةٍ واحدة على ضمّ مصر إلى الدولة الفاطمية.
287,im5_287.jpg,"سوشانا، أندري فاردي ، بيكاسو و بينيون وقت افتتاح معرض سوشانا فيقلعة جريمالدي  في أنتيب, فرنسا, 1962"
288,im5_288.jpg,نوافذ المسجد المصنوعة من الفسيفساء
289,im5_289.jpg,صأمويل كورتيس
290,im5_290.svg,شعار ديوان الرعية.
291,im5_291.jpg,حاويات
292,im5_292.JPG,تلة البرلمان في العاصمة الكندية أوتاوا.
293,im5_293.gif,هناك مبدأ الازدواجية بين النقطة والخط بالنسبة لقطع مخروطي، في المستوى ، عندما يتم إعطاء قطع مخروطي دلتا ونقطة P. كل نقطة P من المستوى يقابلها خط قطبي p والعكس صحيح. وعندما تتحرك  نقطة M على طول الخط p ، يدور الخط القطبي لـ M حول القطب P للخط p.
294,im5_294.JPG,العاصمة أبوظبي تحت ظل علم الاتحاد
295,im5_295.jpg,علي فتحي بك يقف جنبا إلى جنب مع مؤسسي الحزب الجمهوري الليبرالي البارعين ( الثالث من يساره هو عدنان مندريس رئيس المنظمة )
296,im5_296.JPG,كاتدرائية القديس أندراوس الكاثوليكية في مدينة غلاسغو.
297,im5_297.jpg,خماسية ستيفان ، تجمع مجرات يبعد عنا نحو 280 مليون سنة ضوئية، وترى أشعة إكس (أزرق) في هالات بين المجرات NASA/CXC/CfA/E.
298,im5_298.jpg,دير مار جرجس البطريركي في مشتاية.
299,im5_299.jpg,أحد أحياء الأرمن في أضنة بعد المجزرة، صورة من سنة 1909.
300,im5_300.svg,رسم تخطيطي يظهر الشفة والحنك مشقوقان
301,im5_301.JPG,الطراد الألماني كارلسروه قبالة سان دييغو، كاليفورنيا في عام 1934
302,im5_302.jpg,رياضة شد الحبل بين الجنود الأمريكين
303,im5_303.jpg,هذه صورة من الخداع البصري يظهر فيها مثلث بنروز.. شرق بيرث - أستراليا الغربية
304,im5_304.jpg,حواء الطفل مع جورجيا لمشروع دعم الرضاعة الطبيعية
305,im5_305.jpg,مقر كوريوس في برازيليا
306,im5_306.jpg,البهو الوردي بحرملك قصر طولمة باغجة
307,im5_307.jpg,هارون الرشيد يستقبل وفداً أرسله شارلمان .
308,im5_308.png,زاوية الاسترخاء (بالإنجليزية: Angle of repose)‏
309,im5_309.jpg,إنغريد بيرغمان في سيء السمعة (1946)
310,im5_310.jpg,مراسم أداء قسم أمن الدولة.
311,im5_311.png,الإحصاءات الحيوية من لوكسمبورغ 1900 وحتى الآن.
312,im5_312.jpg,"منتخب الأوروغواي الحاصل على المركز الرابع في بطولة كأس العالم 2010 التي أقيمت في جنوب أفريقيا وهم يرتدون الزي التقليدي ""الأزرق الفاتح"""
313,im5_313.jpg,تانكرد قائد صليبي، احتل بيت لحم عام 1099.
314,im5_314.svg,إنشاء نقطة فيرما.
315,im5_315.jpg,مائدة بولندية تقليدية، تعرض الطعام التقليدي لعيد الميلاد.
316,im5_316.png,يزداد عزم القوة بزيادة شدة القوة F المؤثرة في الجسم وينقص بنقصانها
317,im5_317.jpg,صورة لجواو السادس
318,im5_318.svg,كيفية إحداث الزيحان المستضدي أو التأشيب الجيني لسلالة أنفلونزا بشرية جديدة وعالية الاٍمراض
