,Image_name,Caption
50783,im3_70.jpg,سمك إكيزوكوري حي مقدم كطبق ساشيمي
50784,im3_71.jpg,قاعة المدينة التذكارية في أوبورن، نيويورك، الولايات المتحدة. تم بناؤها عام 1930 بالطراز الإحيائي الإستعماري.
50785,im3_72.jpg,سطح المكتبة
50786,im3_73.jpg,نجوم النادي في حقبة السبعينات، فرانز بيكنباور، جيرد مولر و المدرب التاريخي للبايرن يودو لاتيك.
50787,im3_75.jpg,الشق المركزي من المستوى العلوي.
50788,im3_76.Gif,ضرس عقل مائل إلى الأمام
50789,im3_77.jpg,المناظر الطبيعية بعين جمالة
50790,im3_78.jpg,"شيدر صغير (نكهات ""أصلية"" و ""باربكيو"")"
50791,im3_79.JPG,قلعة بوزيم
50792,im3_80.jpg,قبة إدلر الفلكية.
50793,im3_81.jpg,الخريطة الألمانية في القرن التاسع عشر تظهر بلغاريا كدولة تابعة للدولة الصربية بعد معركة فيلبازد
50794,im3_82.jpg,كهف دي لاس مانوس الواقع على نهر بنتوراس في محافظة سانتا كروز، 7300 قبل الميلاد. يعتبر الفن الاقدم في أمريكا الجنوبية.
50795,im3_83.jpg,مازدا سي إكس-3 ماكس (أستراليا)
50796,im3_84.jpg,ليونيل ميسي صاحب الرقم القياسي بعدد الفوز بالجائزة بست مرات، وصاحب الرقم القياسي بعدد الأهداف في موسم واحد برصيد 50 هدفًا في موسم 2011–12.
50797,im3_85.jpg,تمثال الملكة الامازونية المسلحة فينوس في المتحف الوطني للفنون، واشنطن
50798,im3_86.svg,سمكة يسوع استخدمه المسيحيون لتمييز أنفسهم.
50799,im3_87.jpg,خريطة من عام 1780 تمثل الاستحكامات الدفاعية في موقع وست بوينت العسكري
50800,im3_88.jpg,رسم للباراصورولوفوس.
50801,im3_89.gif,صورة حركية توضح خطة نابليون
50802,im3_90.jpg,الواجهة الأمامية لأكاديمية كـَرّارا.
50803,im3_91.PNG,معركة محي في تصوير من العصور الوسطى.
50804,im3_92.png,قائمة شواطئ العالم (موريشيوس)
50805,im3_93.jpg,صفحة أندلسية أو مغربية من القرآن، تعود للقرن الثالث عشر، وتظهر عليها الآية الثالثة والسبعين من سورة الأحزاب.
50806,im3_94.jpg,الإبر التي يجري إدخالها في جلد المريض.
50807,im3_95.jpg,"جهاز العلاج من السرطان ""نموذج قديم"""
50808,im3_96.gif,رسم توضيحي لحركة المكبس ومشاركة عمود المرفق
50809,im3_97.jpg,الأكاديمية الوطنية للعلوم
50810,im3_98.gif,ثَلاثَة خُطُوط كُوفِيَّة مِنَ الأعْلَى إلى الأسْفَل: كُوفِي قَدِيْم، كُوفِي مَشْرِقِي، كُوفِي مُضَفَّر
50811,im3_99.jpg,صورة عامة للقرية
50812,im3_100.jpg,نظام مركز الأرض البطلمي في الكون الذي يصوره أندرياس سيلاريوس
50813,im3_101.jpg,صورة لمبنيي التجارة العالميين قبل الهجمات ويمثل انهيار المبنيين بالإضافة إلى المبنى رقم 7 أحد أهم أدلة نظرية المؤامرة
50814,im3_102.jpg,عذة ألواح MDF
50815,im3_103.jpg,الأميرة جوانا مع الطفل يسوع; من قبل جواو باتيستا باتشيم في القرن 18
50816,im3_104.jpg,سائح يطفو على سطح البحر الميت.
50817,im3_105.jpg,معسكر اعتقال فلوسنبرج بعد تحريره من قبل فرقة المشاة 90 التابعة للجيش الأمريكي في أبريل 1945.
50818,im3_106.jpg,اشتاير
50819,im3_107.jpg,كلينتون في فبراير 2011
50820,im3_108.jpg,مجموعة لاجئيين قرب الحدود المصرية الإسرائيلية
50821,im3_109.jpg,خرطوشات الملوك من 1 إلى  8
50822,im3_110.jpg,أطلال غولباشان إحدى أهم البلدات الآشورية في سهل أورميا.
50823,im3_111.PNG,خريطة أوزبكستان. كاراكالباكستان باللون الأحمر.
50824,im3_112.jpg,لاباز
50825,im3_113.jpg,قناة ريدو بأوتاوا
50826,im3_114.jpg,قاعة التاريخ البحري
50827,im3_115.jpg,قائد توتنهام داني بلانشفلاور يحمل كأس الكؤوس الأوروبية عام 1963 بعد الفوز على أتلتيكو مدريد الإسباني بنتيجة 5-1
50828,im3_116.jpg,غابة الأمازون
50829,im3_117.JPG,شلالات مونت موسنري
50830,im3_118.jpg,فسيفساء يعود للحقبة الرومانية أكتشف في المدينة.
50831,im3_119.svg,علم سيراليون.
50832,im3_120.png,شعار ويندوز NT
50833,im3_121.JPG,الدائرة القطبية في النرويج في هضبة Saltfjellet.
50834,im3_122.svg,نفاذية جو الأرض للموجات الكهرومغناطيسية بحسب طول الموجة. جو الأرض نفاذا في النطاق بين طول موجة 20 متر إلى 3 مليمتر.
50835,im3_123.jpg,محراب جامع الحنابلة عام 1908
50836,im3_124.jpg,نسخة من القانون المتعلق بالعلم الوطني والنشيد الوطنية الصادر في 15 أغسطس 1999، والمنشور في الجريدة الرسمية اليابانية.
50837,im3_125.jpg,تحميل صواريخ AGM-129 على جناح B-52 في قاعدة مينوت
50838,im3_126.jpg,Sassanian Castel
50839,im3_127.jpg,"البلاط الفسيفائي في الكنيس القديم من القرن السادس ميلاديا المعثور عليه عام 1928 قرب بيت ألفا في مرج ابن عامر (""عيمق يزراعيل""). يعرض الفسيفاء دائرة البروج مع أسماء البروج باللغة العبرية، ومركبة الشمس (عنصر يوناني) في مركز الدائرة. في زوايا الفسيفاء تظهر أسماء المواسم الفلكية الأربعة بالعبرية: ""تقوفات تشريه"" (موسم تشرين بعد الاستواء الخريفي)، ""تقوفات طيفيت"" (موسم كانون بعد أقصر نهار)، ""تقوفات نيسان"" (موسم نيسان بعد الاستواء الربيعي) و""تقوفات تموز"" (موسم تموز بعد أطول نهار)"
50840,im3_128.jpg,جايمس أندروس اللواء بالقوات الجوية الأمريكية
50841,im3_129.jpg,فيلنيوس  ترصد من قبل القمر الإصطناعي سبوت
50842,im3_130.jpg,نهر ميتشل
50843,im3_131.jpg,سجادة أذربيجاني قديمة
50844,im3_132.jpg,دبوس صدر يخصّ الاتحاد الاجتماعي والسياسي للمرأة البريطاني
50845,im3_133.jpg,مراحل تطور البنية الكونية، المحور الأفقي هو الزمن ويبدأ من اليسار عند لحظة الصفر (توضيح بمقاييس رسم اختيارية).
50846,im3_134.JPG,منظر لمدخل مقبرة خيتي (BH17) و باقت الثالث (BH15)
50847,im3_135.png,الدول والأقاليم التي تمنح تأشيرات لحاملي جواز سفر الرأس الأخضر:  الرأس الأخضر    بدون تأشيرة    تأشيرة عند الوصول    تأشيرة مطلوبة قبل السفر
50848,im3_136.jpg,مبنى RRI في وسط جاكرتا
50849,im3_137.svg,موقع محافظة صنعاء في اليمن
50850,im3_138.jpg,رسمة من القرن الثالث عشر توضح الأوردة
50851,im3_139.JPG,سفارة أرمينيا في القاهرة.
50852,im3_140.jpg,تمثال محمد الدغباجي بمسقط رأسه الحامة بالجنوب التونسي
50853,im3_141.jpg,يُعتبر هيبوليتو يريغوين أول رئيس أرجنتيني يُنتخب عن طريق التصويت السري.
50854,im3_142.svg,مؤشر التعقيد الاقتصادي لإيران (1964-2014).
50855,im3_143.gif,حمل ذائب وعالق يتحرك مع التدفق الطبيعي للمجرى، بينما يتدحرج حمل القاع الأثقل فوق قاع المجرى. (من Wikimedia Commons)
50856,im3_144.jpg,برج باسيفيكو يوكوهاما.
50857,im3_145.jpg,الرئيس الامريكي دوايت أيزنهاور ووزير الخارجية الأمريكي جون فوستر دالاس يستقبلون رئيس فيتنام الجنوبية نغو دينه ديم في واشنطن بتاريخ 8 مايو 1957.
50858,im3_146.jpg,جامع الحيدرخانة
50859,im3_147.jpg,محطة الشرق (غاري دو أرينتي) في لشبونة.
50860,im3_148.jpg,شاطئ قرب بريدج تاون.
50861,im3_149.svg,التقسيم الجغرافي والسياسي في مقدونيا   مقدونيا (اليونان)     جمهورية مقدونيا
50862,im3_150.jpg,أزهار الخطمي، ويمكن ملاحظة طول سيقانها
50863,im3_151.jpg,تمثال هيرمانوبيس، مزيج من أنوبيس والإله اليوناني هيرميز (متاحف الفاتيكان)
50864,im3_152.svg,معدل الذكور المختونين في الولايات المتحدة حسب الولايات في عام 2009 وذلكَ استنادًا إلى بيانات وكالة أبحاث الرعاية الصحية والجودة.[24][25]
50865,im3_153.JPG,مسيرة فخر المثليين في مدينة مكسيكو. اجتذبت المسيرة الأولى، في عام 1979، أكثر من 1000 شخص.
50866,im3_154.jpg,شعار ماس
50867,im3_155.jpg,قندس أمريكي (كاستور كانادينسيس).
50868,im3_156.png,Элиста
50869,im3_157.jpg,محطة سيبروك للطاقة النووية في سيبروك ، نيو هامبشاير .
50870,im3_158.JPG,مركبة إسعاف أولي (سيارة إسعاف)
50871,im3_159.jpg,قبر ليلى بهلوي في مقبرة باسي في باريس بفرنسا
50872,im3_160.jpg,البابا حين كان كاردينالاً عام 1967.
50873,im3_161.jpg,يتم تمثيل المجموعة الأصلية باللون الأبيض بينما تظهر المجموعة التي تم قياسها بأسلوب هندسة قياس التنامي الجديدة باللون الرمادي. ستؤدي التغيرات الناجمة عن قياس التنامي إلى زيادة التباين العام في سمة واحدة بالنسبة إلى غيرها الأمر الذي يسفر عن انهيار الارتباط النموذجي بينهما
50874,im3_162.jpg,فطر الهيليوسيب (رأس الشمس)
50875,im3_163.jpg,مزار زيد الكبير [الفارسية] من أشهر الآثار الدينية والتاريخية في أبهر.
50876,im3_164.jpg,بلورة خلات الصوديوم ثلاثي هيدرات
50877,im3_165.jpg,قوات الجيش النظامي الفيتنامي الشمالي.
50878,im3_166.jpg,Ori Isaac - אורי איזק
50879,im3_167.png,"جيب يعزف في التلفزيون الهولندي برنامج ""توين"" عام 1968"
50880,im3_168.jpg,سفينة زاندام في رصيف جاف
50881,im3_169.jpg,اثار حذاء عالقة في مسرح الجريمة
50882,im3_170.jpg,واشنطن يدخل نيويورك وهو مكلل بالنصر بعد الجلاء البريطاني عن أمريكا.
50883,im3_171.png,الحزب الفائز بمعظم الأصوات حسب الأقاليم والمقاطعات.
50884,im3_172.jpg,مذبحة معاليه عقرابيم
50885,im3_173.jpg,نوازل بلّورية تتحوّل إحداها إلى نازلة عاديّة
50886,im3_174.jpg,صفحة من النسخة 1565 أورلاندو فيوريوسو بواسطة فرانسيسكو فرانسيشي.
50887,im3_175.jpg,ذئب في وضعية الارتياح.
50888,im3_176.svg,علم ناورو والذي يمثل الاثني عشر قبيلة التي سكنت البلد
50889,im3_177.jpg,تفجير الفندق عام 1946
50890,im3_178.jpg,بعض الجنود الأمريكان من فرقة المشاة السادسة يتخذون مواقعهم بزاوية أحد الشوارع أثناء تفقدهم لمدينة الرمادي في دورية راجلة.
50891,im3_179.jpg,ورقة ترشيح مفتوحة
50892,im3_180.jpg,كودورو بابلي من عصر السلالة الثانية في إيسن مع ذكر مردوخ نادين آهي ( 1099-1082 ق م). عثر عليه أندريه ميشو بالقرب من بغداد
50893,im3_181.jpg,نادية العلي
50894,im3_182.jpg,بعض مجلدات الموسوعة العربية العالمية
50895,im3_183.jpg,ميرزا كوجك خان، زعيم حركة اليمين قبل بدء حركة جانجال.
50896,im3_184.JPG,رسم من عام 1893 يُظهر بقيّة عمود أحد المعابد الرومانية التي كانت قائمة في وهران.
50897,im3_185.jpg,كنيس يهودي في مدينة الجزائر
50898,im3_186.jpg,"Autumn, 1883"
50899,im3_187.jpg,بنية كوبر لجزيئات الكحول وحمض الأكساليك باستخدام رموز العناصر للذرات، والخطوط للروابط التي افترضها سنة 1858 م.
50900,im3_188.jpg,منظر داخلي لأوبرا كوميش
50901,im3_189.JPG,كنيسة إنتقال السيدة في مدينة السلط.
50902,im3_190.jpg,ريتشارد يرتدي دبوس A القرمزي، في المؤتمر الثالث للملحدين الأمريكيين (2008).
50903,im3_191.JPG,غابات زيارو في مدينة آمل، محافظة مازندران
50904,im3_192.jpg,إنتاج القنب الصناعي في فرنسا
50905,im3_193.jpg,خريطة الهند في 1837 و 1857، وتُظهر المناطق التي حكمتها شركة الهند الشرقية باللون الوردي
50906,im3_194.png,البنية البلورية لبروميد القصدير الرباعي
50907,im3_195.jpg,لوحة تكعيبية تعود لبداية القرن العشرين لماريا بلانكارد
50908,im3_196.jpg,صورة شاملة لتبريز من منتزه شاه گُلي، أغسطس 2010م.
50909,im3_197.jpg,شيفروليه سوبربان التي انتجت في العام 1992م ~ 1999م
50910,im3_198.jpeg,الفلورايت الأخضر وطبقاته البلورية.
50911,im3_199.jpg,Gate of All Nations.
50912,im3_200.jpg,اجتماع بين وزير الخارجية الأمريكي جون كيري والسفير الأمريكي في الأردن أليس ويلز مع الملك الأردنى عبد الله الثاني وولي العهد الأمير حسين بن عبد الله ووزير الخارجية الأردني ناصر جودة وعدد من المستشارين في العاصمة الأمريكية واشنطن يوم 3 فبراير 2015.
50913,im3_201.svg,واحدة من وظائف عارضة يخت هو توفير الصابورة.
50914,im3_202.svg,موقع مصر
50915,im3_203.jpg,مسح سكاني لفلسطين، يُظهر الزيادة السكانية بين عامي 1922 و 1944.
50916,im3_204.jpg,سلة زهور بطريقة لف الورق
50917,im3_205.jpg,تصميم شراع شمسي لرحلات بين الكواكب.
50918,im3_206.jpg,صورة فضائية تظهر موقع رأس بطرية من الوسط التونسي
50919,im3_207.jpg,قوات الأمن العام في احتفال الكويت عام 1944 بمنح الشيخ أحمد الجابر الصباح وسام الحكومة البريطانية وتظهر بالصورة قوات الحرس الخاص تحيط بالأمير
50920,im3_208.jpg,سورة الفاحة - عبد العزيز الرفاعي.
50921,im3_209.svg,شعار جمهورية اليمن الديمقراطية الشعبية
50922,im3_210.jpg,بوكر بو 133 Jungmeister في ملكية المدنيين
50923,im3_211.jpg,طالبة في دورات بستثزهف بمدينة سانت بطرسبرغ عام 1880
50924,im3_212.JPG,في الصورة واحدة من موروثات النقابات، كانت دار النقابة المهنية وندسور أصلاً مكان اجتماع النقابات المهنية، ومقعد الحاكم ومجلس المدينة.
50925,im3_213.jpg,السفارة الفرنسية في بوينس آيرس
50926,im3_214.jpg,إعلان يضم كيتي ويلز والألبوم المشترك الأول مع زوجها جوني رايت، We'll Stick Together
50927,im3_215.jpg,الآلة البخارية
50928,im3_216.JPEG,جنود عراقيون يقفون على برج دبابة تي-72 في آذار 2006
50929,im3_217.jpg,شعار المدينة
50930,im3_218.PNG,خريطة المستعمرات البرتغالية في أفريقيا خلال حرب المستعمرات (1961–1974).
50931,im3_219.jpg,تمثال المفكر من أعمال أوجست رودان، تمثال برونزي من إنتاج عام 1902 موضوع في كوبنهاغن، الدنمارك.
50932,im3_220.jpg,روبرت جودارد وأول صاروخ يعمل بالوقود السائل.
50933,im3_221.JPG,السفارة الموريتانية في واشنطن العاصمة.
50934,im3_222.jpg,التزلج على الجبل.
50935,im3_223.jpg,نابليون بونابرت
50936,im3_224.svg,إن الرسوم البيانية مثل الرسمة الموجودة أعلاه هي أحد المواضيع التي تتم دراستها في الرياضيات المتقطعة، وذلك بسبب خواصها الرياضياتية، وفوائدها في حل مسائل العالم الحقيقي، وأهميتها في تحسين الخوارزميات الحاسوبية.
50937,im3_225.jpg,تتويج أبطال مسابقة رمي الرمح للرجال
50938,im3_226.jpg,شارع أربات الجديد
50939,im3_227.jpg,صلاح الدين الأيوبي
50940,im3_228.jpeg,نانسي أستور
50941,im3_229.jpg,محرك الأقراص المرنة 3.5 بوصة تم تصنيع الملفات الكهربائية من الأسلاك النحاسية المطلية بالعزل الأزرق تم ترتيبها بطريقة التماثل شعاعي.
50942,im3_230.jpg,تأشيرة دخول ليبية عام 1998.
50943,im3_231.jpg,مقبسان كهربائيان، أحدهما موصول بقابس أسود اللون.
50944,im3_232.jpg,الرئيس الأرجنتيني كريستينا فرنانديز دي كيرشنر يحيي الرئيس اللبناني ميشال سليمان في بوينس آيرس، 2012.
50945,im3_233.svg,حمض الأسكوربيك (فيتامين C)
50946,im3_234.JPG,Dong Ho style painting
50947,im3_235.jpg,جواز سفر تونسي.
50948,im3_236.svg,تصنيف الشبكات الخاصة الافتراضية بحسب طريقة إدارة الشبكة، ثُمّ بحسب الطوبولوجيا.
50949,im3_237.jpg,Food truck rally
50950,im3_238.jpg,القصر الفاطمي أجدابيا
50951,im3_239.jpg,منظر بعيد للأفق في منطقة ليفينت من مضيق البوسفور في اسطنبول.
50952,im3_240.svg,حل للعبة كوروماسو أعلاه
50953,im3_241.jpg,خبز الزبيب، وتبدو حبات الزبيب واضحة جدًا فيه
50954,im3_242.png,خط حاسوبي عربي
50955,im3_243.jpg,مثال لفريق يرتدي الزي رسمي موحد في القرن 19. فريق بالتيمور الأوريولز في سنة 1896
50956,im3_244.jpg,دش الهواء
50957,im3_245.png,موقف متابعة القتال هو جوهر الامتداد و- مشاجرة.
50958,im3_246.JPG,جزء من قاعة كارلوا
50959,im3_247.svg,موقع تورنيو.
50960,im3_248.jpg,زرافةٌ قابعةٌ على الأرض في حديقة حيوانات لويسڤيل.
50961,im3_249.gif,الرئيس السادات في صورة التخرج من الكلية الحربية 1938
50962,im3_250.PNG,رسم للسلطان السلجوقي ألب أرسلان، الذي بلغت الدولة في عهده أوجها.
50963,im3_251.JPG,Eudocimus ruber
50964,im3_253.jpg,رسالة شتومبف فى 24 أكتوبر 1906 إلى بعثة التبشير الداخلية الأفريقية
50965,im3_254.jpg,ليونهارت أويلر
50966,im3_255.JPG,ثنائي كرومات الصوديوم
50967,im3_256.jpg,مكثف اليكتروليتي كان يستخدم في الردايوهات القديمة
50968,im3_257.jpg,صورة السير وليم جونز بقاعة University College بأكسفورد
50969,im3_258.png,هلام الأغاروز مع سلم 1 كيلو قاعدة، على أقصى اليمين.
50970,im3_259.jpg,شجرة كرز في أمريكا
50971,im3_260.jpg,ختم لغنيزنو من العصور الوسطى
50972,im3_261.JPG,تحدد عادة سرعة قصوى تتناسب مع نوع المركبة.
50973,im3_262.jpg,مشهد شامل للحديقة
50974,im3_263.png,SCTP Multihoming
50975,im3_264.jpg,بوسونغ مجال الشاي
50976,im3_265.jpg,مقر الممثل الدائم للمملكة المتحدة لدى الأمم المتحدة في وان داغ همرشولد بلازا، 885 الجادة الثانية، مدينة نيويورك [1]
50977,im3_266.png,الثيامينين
50978,im3_267.jpg,المقرين القديم والحديث للمحكمة العليا في سنغافورة
50979,im3_268.JPG,موقع نيانانكولو الذي اختفى فيه سوماورو كنتي وفقاً للعرف التقليدي.
50980,im3_269.jpg,Wael Yazji (singer - composer )
50981,im3_270.jpg,احتفال للأمم الأولى في كندا
50982,im3_271.png,مفترق طرق أمريكا هو شعار ولاية أنديانا الموجود على أرباع الولاية.
50983,im3_272.jpg,فينوستيانو كارانزا أحد قادة الثورة المكسيكية ومؤيد لدستور 1917
50984,im3_273.jpg,مروحية أغستاوستلاند إيه دبليو101 (سابقاً إي إتش101) تابعة للقوات الجوية الكندية خلال عملية إنقاذ بحري.
50985,im3_274.jpg,نابيلون يقبل استسلام الجنرال ماك والجيش النمساوي في معركة أولم. لوحة من رسم تشارلز ثيفين.
50986,im3_275.jpg,شاحنة نقل
50987,im3_276.JPG,في هذا اللوحة الزجاجي الملونة، يتأكد ملاك يحل محل آدم وحواء، من اضطرار آدم وحواء، إلى مغادرة الحديقة بعد تناول الفاكهة المحرمة، التي أخبرهما الله أنهما ليس من المفترض أن يأكلاها.
50988,im3_277.jpg,بحيرة أوشینن في جبال الألب السويسرية، مثالا على المناظر الطبيعية المتنوعة جدا.
50989,im3_278.png,علم محافظة الإسماعيلية.
50990,im3_279.png,ألوية محافظة الزرقاء
50991,im3_280.jpg,مقارنة لأحجام ومدارات الكواكب الصخرية، من اليمين إلى اليسار: المريخ - الأرض - الزهرة - عطارد.
50992,im3_281.jpg,سوق مدينة نيالا بدارفور، إحدى المدن الرئيسية لتواجد البقارة
50993,im3_283.JPG,"جثة إفينغام، جزيرة فانكوفر 1947؛ وهي بقايا يزعم أنها لمخلوق ""كادي"""
50994,im3_284.jpeg,الأسترالية الخفيفة المدرعة باترول السيارة على الطريق الساحلي غرب جبل الكرمل
50995,im3_285.jpg,برغن، مدينة تضمها قائمة اليونسكو للتراث العالمي.
50996,im3_286.jpg,أطفال هولنديون يتناولون الحساء خلال المجاعة التي أصابت البلاد
50997,im3_287.png,نارديل أحد الأدوية التابعة لصنف مانع الأكسيديز الأميني الأحادي
50998,im3_288.jpg,مبنى مسرح حيفا
50999,im3_289.jpg,جماعة فناني كركوك 1954
51000,im3_290.jpg,متلازمة إيجل
51001,im3_291.jpg,Ilya Muromets and Nightingale the Robber
51002,im3_292.jpg,فيرفيل-سبيري R-3
51003,im3_293.jpg,نموذجًا للطائرة اللإندونيسية N-245 والتي تسعى إندونيسيا من خلالها إلى إتقان العلم والتكنولوجيا، من بين أمور أخرى من خلال تطوير صناعة الطيران الخاصة بها صناعة الطيران الإندونيسية
51004,im3_294.jpg,روبرت شومان في شبابه
51005,im3_295.jpg,ليونتاين برايس عام 1994
51006,im3_296.png,خريطة جزيرة سيبيسي قرب جزر كراكاتوا في مضيق سوندا.
51007,im3_297.jpg,بيريه النمسا
51008,im3_298.png,حفل توزيع العُلوفه الدوري عام 1725م.
51009,im3_299.svg,آليات الانتواع الأربع
51010,im3_301.jpg,أحد الأجهزة التي تعمل بنظام نظام تحديد الموقع العالمي (جي بي أس)، ويستخدم في تحديد الموقع الجغرافي
51011,im3_302.JPG,مديال مستخدم في الديال الدموي
51012,im3_303.jpg,عربة يدوية ثلاثية العجلات أو فيلوسبيدي' على مسار السكة الحديد.
51013,im3_304.jpg,عبوّة حليب مُكثّف
